Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,66006,1982,2,31.4,Y
IDCJAC0001,66006,1982,3,164.8,Y
IDCJAC0001,66006,1982,4,20.2,Y
IDCJAC0001,66006,1982,5,15.8,Y
IDCJAC0001,66006,1982,6,125.4,Y
IDCJAC0001,66006,1982,7,160.8,Y
IDCJAC0001,66006,1982,8,23.9,Y
IDCJAC0001,66006,1982,9,208.5,Y
IDCJAC0001,66006,1982,10,51.2,Y
IDCJAC0001,66006,1982,11,20,Y
IDCJAC0001,66006,1982,12,22.2,Y
IDCJAC0001,66006,1983,1,42.6,Y
IDCJAC0001,66006,1983,2,50.2,Y
IDCJAC0001,66006,1983,3,310.2,Y
IDCJAC0001,66006,1983,4,157.8,Y
IDCJAC0001,66006,1983,5,203.2,Y
IDCJAC0001,66006,1983,6,78.6,Y
IDCJAC0001,66006,1983,7,40.6,Y
IDCJAC0001,66006,1983,8,145.4,Y
IDCJAC0001,66006,1983,9,46.6,Y
IDCJAC0001,66006,1983,10,158,Y
IDCJAC0001,66006,1983,11,35,Y
IDCJAC0001,66006,1983,12,103.2,Y
IDCJAC0001,66006,1984,1,191.2,Y
IDCJAC0001,66006,1984,2,130.5,Y
IDCJAC0001,66006,1984,3,276.6,Y
IDCJAC0001,66006,1984,4,100.6,Y
IDCJAC0001,66006,1984,5,142.5,Y
IDCJAC0001,66006,1984,6,89.8,Y
IDCJAC0001,66006,1984,7,150.8,Y
IDCJAC0001,66006,1984,8,8.8,Y
IDCJAC0001,66006,1984,9,52.4,Y
IDCJAC0001,66006,1984,10,54,Y
IDCJAC0001,66006,1984,11,517.3,Y
IDCJAC0001,66006,1984,12,97.9,Y
IDCJAC0001,66006,1985,1,2.2,Y
IDCJAC0001,66006,1985,2,54.9,Y
IDCJAC0001,66006,1985,3,87,Y
IDCJAC0001,66006,1985,4,297.4,Y
IDCJAC0001,66006,1985,5,128.8,Y
IDCJAC0001,66006,1985,6,123.8,Y
IDCJAC0001,66006,1985,7,83.6,Y
IDCJAC0001,66006,1985,8,27.5,Y
IDCJAC0001,66006,1985,9,76.2,Y
IDCJAC0001,66006,1985,10,140,Y
IDCJAC0001,66006,1985,11,63,Y
IDCJAC0001,66006,1985,12,91,Y
IDCJAC0001,66006,1986,1,202.1,Y
IDCJAC0001,66006,1986,2,90.2,Y
IDCJAC0001,66006,1986,3,18.6,Y
IDCJAC0001,66006,1986,4,117.7,Y
IDCJAC0001,66006,1986,5,55.8,Y
IDCJAC0001,66006,1986,6,16,Y
IDCJAC0001,66006,1986,7,48.7,Y
IDCJAC0001,66006,1986,8,482.7,Y
IDCJAC0001,66006,1986,9,31.2,Y
IDCJAC0001,66006,1986,10,99.2,Y
IDCJAC0001,66006,1986,11,172.2,Y
IDCJAC0001,66006,1986,12,6.8,Y
IDCJAC0001,66006,1987,1,83.2,Y
IDCJAC0001,66006,1987,2,18.2,Y
IDCJAC0001,66006,1987,3,149.2,Y
IDCJAC0001,66006,1987,4,70.8,Y
IDCJAC0001,66006,1987,5,47.9,Y
IDCJAC0001,66006,1987,6,82.6,Y
IDCJAC0001,66006,1987,7,113.9,Y
IDCJAC0001,66006,1987,8,189.1,Y
IDCJAC0001,66006,1987,9,8.1,Y
IDCJAC0001,66006,1987,10,272.5,Y
IDCJAC0001,66006,1987,11,180.6,Y
IDCJAC0001,66006,1987,12,82.3,Y
IDCJAC0001,66006,1988,1,96.3,Y
IDCJAC0001,66006,1988,2,100,Y
IDCJAC0001,66006,1988,3,79,Y
IDCJAC0001,66006,1988,4,347.7,Y
IDCJAC0001,66006,1988,5,272.4,Y
IDCJAC0001,66006,1988,6,86.1,Y
IDCJAC0001,66006,1988,7,109.3,Y
IDCJAC0001,66006,1988,8,72.1,Y
IDCJAC0001,66006,1988,9,145.2,Y
IDCJAC0001,66006,1988,10,0.6,Y
IDCJAC0001,66006,1988,11,166.1,Y
IDCJAC0001,66006,1988,12,132.7,Y
IDCJAC0001,66006,1989,1,158.8,Y
IDCJAC0001,66006,1989,2,143.4,Y
IDCJAC0001,66006,1989,3,143.2,Y
IDCJAC0001,66006,1989,4,380.4,Y
IDCJAC0001,66006,1989,5,157.6,Y
IDCJAC0001,66006,1989,6,249.8,Y
IDCJAC0001,66006,1989,7,32.7,Y
IDCJAC0001,66006,1989,8,66.2,Y
IDCJAC0001,66006,1989,9,2.2,Y
IDCJAC0001,66006,1989,10,15.3,Y
IDCJAC0001,66006,1989,11,60.6,Y
IDCJAC0001,66006,1989,12,141.6,Y
IDCJAC0001,66006,1990,1,82.9,Y
IDCJAC0001,66006,1990,2,664.7,Y
IDCJAC0001,66006,1990,3,139.1,Y
IDCJAC0001,66006,1990,4,341.5,Y
IDCJAC0001,66006,1990,5,110.1,Y
IDCJAC0001,66006,1990,6,42,Y
IDCJAC0001,66006,1990,7,75.7,Y
IDCJAC0001,66006,1990,8,201,Y
IDCJAC0001,66006,1990,9,202.1,Y
IDCJAC0001,66006,1990,10,53.6,Y
IDCJAC0001,66006,1990,11,29.8,Y
IDCJAC0001,66006,1990,12,42,Y
IDCJAC0001,66006,1991,1,99.6,Y
IDCJAC0001,66006,1991,2,51.3,Y
IDCJAC0001,66006,1991,3,17.1,Y
IDCJAC0001,66006,1991,4,47.4,Y
IDCJAC0001,66006,1991,5,137.2,Y
IDCJAC0001,66006,1991,6,347.1,Y
IDCJAC0001,66006,1991,7,105.3,Y
IDCJAC0001,66006,1991,8,4.6,Y
IDCJAC0001,66006,1991,9,18.7,Y
IDCJAC0001,66006,1991,10,11.9,Y
IDCJAC0001,66006,1991,11,121.7,Y
IDCJAC0001,66006,1991,12,185.1,Y
IDCJAC0001,66006,1992,1,74.5,Y
IDCJAC0001,66006,1992,2,490.2,Y
IDCJAC0001,66006,1992,3,86.9,Y
IDCJAC0001,66006,1992,4,67.5,Y
IDCJAC0001,66006,1992,5,73.6,Y
IDCJAC0001,66006,1992,6,97.3,Y
IDCJAC0001,66006,1992,7,15.8,Y
IDCJAC0001,66006,1992,8,34.2,Y
IDCJAC0001,66006,1992,9,25.3,Y
IDCJAC0001,66006,1992,10,87.7,Y
IDCJAC0001,66006,1992,11,147.1,Y
IDCJAC0001,66006,1992,12,205.4,Y
IDCJAC0001,66006,1993,1,65.5,Y
IDCJAC0001,66006,1993,2,75.8,Y
IDCJAC0001,66006,1993,3,92.1,Y
IDCJAC0001,66006,1993,4,62.8,Y
IDCJAC0001,66006,1993,5,18.8,Y
IDCJAC0001,66006,1993,6,60.8,Y
IDCJAC0001,66006,1993,7,99.8,Y
IDCJAC0001,66006,1993,8,66.6,Y
IDCJAC0001,66006,1993,9,169.3,Y
IDCJAC0001,66006,1993,10,50.5,Y
IDCJAC0001,66006,1993,11,94.2,Y
IDCJAC0001,66006,1993,12,32.2,Y
IDCJAC0001,66006,1994,1,42,Y
IDCJAC0001,66006,1994,2,87.6,Y
IDCJAC0001,66006,1994,3,171,Y
IDCJAC0001,66006,1994,4,122,Y
IDCJAC0001,66006,1994,5,40.1,Y
IDCJAC0001,66006,1994,6,70.1,Y
IDCJAC0001,66006,1994,7,79.9,Y
IDCJAC0001,66006,1994,8,35.8,Y
IDCJAC0001,66006,1994,9,28,Y
IDCJAC0001,66006,1994,10,49.2,Y
IDCJAC0001,66006,1994,11,53.5,Y
IDCJAC0001,66006,1994,12,69.1,Y
IDCJAC0001,66006,1995,1,101.8,Y
IDCJAC0001,66006,1995,2,61.2,Y
IDCJAC0001,66006,1995,3,176.9,Y
IDCJAC0001,66006,1995,4,41.7,Y
IDCJAC0001,66006,1995,5,180.9,Y
IDCJAC0001,66006,1995,6,114.6,Y
IDCJAC0001,66006,1995,7,1.5,Y
IDCJAC0001,66006,1995,8,0,Y
IDCJAC0001,66006,1995,9,223.3,Y
IDCJAC0001,66006,1995,10,35.5,Y
IDCJAC0001,66006,1995,11,170.9,Y
IDCJAC0001,66006,1995,12,81.2,Y
IDCJAC0001,66006,1996,1,132.5,Y
IDCJAC0001,66006,1996,2,39.6,Y
IDCJAC0001,66006,1996,3,59.1,Y
IDCJAC0001,66006,1996,4,42.6,Y
IDCJAC0001,66006,1996,5,169.7,Y
IDCJAC0001,66006,1996,6,176.2,Y
IDCJAC0001,66006,1996,7,52.2,Y
IDCJAC0001,66006,1996,8,130.6,Y
IDCJAC0001,66006,1996,9,142.9,Y
IDCJAC0001,66006,1996,10,17.3,Y
IDCJAC0001,66006,1996,11,114.8,Y
IDCJAC0001,66006,1996,12,37.8,Y
IDCJAC0001,66006,1997,1,178,Y
IDCJAC0001,66006,1997,2,124.6,Y
IDCJAC0001,66006,1997,3,27.4,Y
IDCJAC0001,66006,1997,4,6.6,Y
IDCJAC0001,66006,1997,5,200.4,Y
IDCJAC0001,66006,1997,6,110,Y
IDCJAC0001,66006,1997,7,190.6,Y
IDCJAC0001,66006,1997,8,38.4,Y
IDCJAC0001,66006,1997,9,137.2,Y
IDCJAC0001,66006,1997,10,54.8,Y
IDCJAC0001,66006,1997,11,25.8,Y
IDCJAC0001,66006,1997,12,30,Y
IDCJAC0001,66006,1998,1,90.8,Y
IDCJAC0001,66006,1998,2,33.9,Y
IDCJAC0001,66006,1998,3,19.5,Y
IDCJAC0001,66006,1998,4,344.1,Y
IDCJAC0001,66006,1998,5,333.3,Y
IDCJAC0001,66006,1998,6,148.6,Y
IDCJAC0001,66006,1998,7,89.8,Y
IDCJAC0001,66006,1998,8,532.3,Y
IDCJAC0001,66006,1998,9,43.6,Y
IDCJAC0001,66006,1998,10,37.9,Y
IDCJAC0001,66006,1998,11,73.4,Y
IDCJAC0001,66006,1998,12,59.3,Y
IDCJAC0001,66006,1999,3,31.1,Y
IDCJAC0001,66006,1999,4,269.1,Y
IDCJAC0001,66006,1999,5,74.4,Y
IDCJAC0001,66006,1999,6,91.2,Y
IDCJAC0001,66006,1999,7,202.5,Y
IDCJAC0001,66006,1999,8,135.8,Y
IDCJAC0001,66006,1999,10,174.5,Y
IDCJAC0001,66006,1999,11,86.2,Y
IDCJAC0001,66006,1999,12,92.8,Y
IDCJAC0001,66006,2000,1,57.3,Y
IDCJAC0001,66006,2000,2,24.3,Y
IDCJAC0001,66006,2000,4,61.6,Y
IDCJAC0001,66006,2000,7,23.5,Y
IDCJAC0001,66006,2000,8,23.6,Y
IDCJAC0001,66006,2000,9,32.2,Y
IDCJAC0001,66006,2000,10,84.4,Y
IDCJAC0001,66006,2000,12,46.4,Y
IDCJAC0001,66006,2001,1,182.2,Y
IDCJAC0001,66006,2001,3,105.3,Y
IDCJAC0001,66006,2001,6,34,Y
IDCJAC0001,66006,2001,7,127.2,Y
IDCJAC0001,66006,2001,8,68.9,Y
IDCJAC0001,66006,2001,9,29.6,Y
IDCJAC0001,66006,2001,10,35.7,Y
IDCJAC0001,66006,2001,12,44.5,Y
IDCJAC0001,66006,2002,1,106.7,Y
IDCJAC0001,66006,2002,2,384.2,Y
IDCJAC0001,66006,2002,3,52.4,Y
IDCJAC0001,66006,2002,4,34.6,Y
IDCJAC0001,66006,2002,5,101.5,Y
IDCJAC0001,66006,2002,6,30.8,Y
IDCJAC0001,66006,2002,7,21.8,Y
IDCJAC0001,66006,2002,8,25.6,Y
IDCJAC0001,66006,2002,9,24,Y
IDCJAC0001,66006,2002,10,8.6,Y
IDCJAC0001,66006,2002,11,17.4,Y
IDCJAC0001,66006,2002,12,73,Y
IDCJAC0001,66006,2003,1,15.2,Y
IDCJAC0001,66006,2003,2,65.6,Y
IDCJAC0001,66006,2003,3,151.6,Y
IDCJAC0001,66006,2003,4,223.6,Y
IDCJAC0001,66006,2003,5,377.2,Y
IDCJAC0001,66006,2003,6,52.6,Y
IDCJAC0001,66006,2003,7,64.8,Y
IDCJAC0001,66006,2003,8,54.4,Y
IDCJAC0001,66006,2003,9,5.2,Y
IDCJAC0001,66006,2003,10,106.4,Y
IDCJAC0001,66006,2003,11,106.8,Y
IDCJAC0001,66006,2003,12,58.8,Y
IDCJAC0001,66006,2004,2,127.8,Y
IDCJAC0001,66006,2004,3,100.2,Y
IDCJAC0001,66006,2004,4,27.8,Y
IDCJAC0001,66006,2004,5,9.3,Y
IDCJAC0001,66006,2004,6,45.4,Y
IDCJAC0001,66006,2004,7,42.2,Y
IDCJAC0001,66006,2004,8,150.8,Y
IDCJAC0001,66006,2004,9,51.8,Y
IDCJAC0001,66006,2004,10,246,Y
IDCJAC0001,66006,2004,11,75.6,Y
IDCJAC0001,66006,2004,12,88,Y
IDCJAC0001,66006,2005,1,72.4,Y
IDCJAC0001,66006,2005,2,146.4,Y
IDCJAC0001,66006,2005,4,27.8,Y
IDCJAC0001,66006,2005,5,46.4,Y
IDCJAC0001,66006,2005,6,80,Y
IDCJAC0001,66006,2005,7,82,Y
IDCJAC0001,66006,2005,8,1.2,Y
IDCJAC0001,66006,2005,10,45.6,Y
IDCJAC0001,66006,2005,11,132.8,Y
IDCJAC0001,66006,2005,12,28,Y
IDCJAC0001,66006,2006,2,50.7,Y
IDCJAC0001,66006,2006,3,42.7,Y
IDCJAC0001,66006,2006,5,47.1,Y
IDCJAC0001,66006,2006,6,202,Y
IDCJAC0001,66006,2006,8,102.2,Y
IDCJAC0001,66006,2006,9,180.5,Y
IDCJAC0001,66006,2006,10,22,Y
IDCJAC0001,66006,2006,11,49.1,Y
IDCJAC0001,66006,2006,12,103.6,Y
IDCJAC0001,66006,2007,1,49,Y
IDCJAC0001,66006,2007,2,108.6,Y
IDCJAC0001,66006,2007,3,84.7,Y
IDCJAC0001,66006,2007,4,196.5,Y
IDCJAC0001,66006,2007,5,12.6,Y
IDCJAC0001,66006,2007,7,63.2,Y
IDCJAC0001,66006,2007,8,162,Y
IDCJAC0001,66006,2007,9,44.4,Y
IDCJAC0001,66006,2007,10,25.7,Y
IDCJAC0001,66006,2007,11,179.7,Y
IDCJAC0001,66006,2007,12,116.9,Y
IDCJAC0001,66006,2008,2,263.1,Y
IDCJAC0001,66006,2008,3,65.2,Y
IDCJAC0001,66006,2008,4,144.6,Y
IDCJAC0001,66006,2008,5,3.7,Y
IDCJAC0001,66006,2008,6,143.8,Y
IDCJAC0001,66006,2008,7,100,Y
IDCJAC0001,66006,2008,8,45.4,Y
IDCJAC0001,66006,2008,9,95.2,Y
IDCJAC0001,66006,2008,10,75.2,Y
IDCJAC0001,66006,2008,11,69.3,Y
IDCJAC0001,66006,2008,12,68.4,Y
IDCJAC0001,66006,2009,1,28.2,Y
IDCJAC0001,66006,2009,2,114.9,Y
IDCJAC0001,66006,2009,3,61.8,Y
IDCJAC0001,66006,2009,4,147,Y
IDCJAC0001,66006,2009,5,148.6,Y
IDCJAC0001,66006,2009,7,60.4,Y
IDCJAC0001,66006,2009,9,17.6,Y
IDCJAC0001,66006,2009,11,19.4,Y
IDCJAC0001,66006,2009,12,73.2,Y
IDCJAC0001,66006,2010,1,43.4,Y
IDCJAC0001,66006,2010,2,261.8,Y
IDCJAC0001,66006,2010,4,29.6,Y
IDCJAC0001,66006,2010,5,196.2,Y
IDCJAC0001,66006,2010,6,176.8,Y
IDCJAC0001,66006,2010,7,123.9,Y
IDCJAC0001,66006,2010,8,42.2,Y
IDCJAC0001,66006,2010,9,47.1,Y
IDCJAC0001,66006,2010,10,99.7,Y
IDCJAC0001,66006,2010,11,153.2,Y
IDCJAC0001,66006,2010,12,97.8,Y
IDCJAC0001,66006,2011,1,69.8,Y
IDCJAC0001,66006,2011,5,143.7,Y
IDCJAC0001,66006,2011,6,96.3,Y
IDCJAC0001,66006,2011,7,277.7,Y
IDCJAC0001,66006,2011,8,54.3,Y
IDCJAC0001,66006,2011,9,81.1,Y
IDCJAC0001,66006,2011,10,50.6,Y
IDCJAC0001,66006,2011,11,168.4,Y
IDCJAC0001,66006,2011,12,83.9,Y
IDCJAC0001,66006,2012,1,195.2,Y
IDCJAC0001,66006,2012,3,271.5,Y
IDCJAC0001,66006,2012,4,189.2,Y
IDCJAC0001,66006,2012,5,53.3,Y
IDCJAC0001,66006,2012,6,267.8,Y
IDCJAC0001,66006,2012,7,65.9,Y
IDCJAC0001,66006,2012,8,23.7,Y
IDCJAC0001,66006,2012,9,25.2,Y
IDCJAC0001,66006,2012,10,31.4,Y
IDCJAC0001,66006,2012,11,53.4,Y
IDCJAC0001,66006,2012,12,47.1,Y
IDCJAC0001,66006,2013,1,186,Y
IDCJAC0001,66006,2013,2,188.2,Y
IDCJAC0001,66006,2013,3,65.7,Y
IDCJAC0001,66006,2013,4,232.3,Y
IDCJAC0001,66006,2013,5,111,Y
IDCJAC0001,66006,2013,6,358.6,Y
IDCJAC0001,66006,2013,7,38.8,Y
IDCJAC0001,66006,2013,8,17,Y
IDCJAC0001,66006,2013,9,56.2,Y
IDCJAC0001,66006,2013,10,38,Y
IDCJAC0001,66006,2013,11,197.9,Y
IDCJAC0001,66006,2013,12,37.9,Y
IDCJAC0001,66006,2014,1,20.4,Y
IDCJAC0001,66006,2014,2,62.8,Y
IDCJAC0001,66006,2014,3,128.6,Y
IDCJAC0001,66006,2014,5,39,Y
IDCJAC0001,66006,2014,6,68.6,Y
IDCJAC0001,66006,2014,7,18.9,Y
IDCJAC0001,66006,2014,8,214.2,Y
IDCJAC0001,66006,2014,9,54.8,Y
IDCJAC0001,66006,2014,10,94.2,Y
IDCJAC0001,66006,2014,11,23.7,Y
IDCJAC0001,66006,2014,12,139.7,Y
IDCJAC0001,66006,2015,1,200.6,Y
IDCJAC0001,66006,2015,2,57.7,Y
IDCJAC0001,66006,2015,4,406.1,Y
IDCJAC0001,66006,2015,5,102.5,Y
IDCJAC0001,66006,2015,6,126.3,Y
IDCJAC0001,66006,2015,7,49,Y
IDCJAC0001,66006,2015,8,94,Y
IDCJAC0001,66006,2015,9,94.1,Y
IDCJAC0001,66006,2015,10,53.1,Y
IDCJAC0001,66006,2015,11,127.9,Y
IDCJAC0001,66006,2015,12,116.8,Y
IDCJAC0001,66006,2016,1,268.2,Y
IDCJAC0001,66006,2016,2,34.2,Y
IDCJAC0001,66006,2016,3,220.8,Y
IDCJAC0001,66006,2016,4,121.1,Y
IDCJAC0001,66006,2016,5,7.9,Y
IDCJAC0001,66006,2016,6,374.8,Y
IDCJAC0001,66006,2016,7,101.8,Y
IDCJAC0001,66006,2016,8,160.9,Y
IDCJAC0001,66006,2016,9,77.8,Y
IDCJAC0001,66006,2016,10,32.1,Y
IDCJAC0001,66006,2016,11,30.2,Y
IDCJAC0001,66006,2016,12,65.5,Y
IDCJAC0001,66006,2017,1,55.6,Y
IDCJAC0001,66006,2017,2,236,Y
IDCJAC0001,66006,2017,3,340.1,Y
IDCJAC0001,66006,2017,4,84.8,Y
IDCJAC0001,66006,2017,5,34.3,Y
IDCJAC0001,66006,2017,6,207.2,Y
IDCJAC0001,66006,2017,7,14.8,Y
IDCJAC0001,66006,2017,8,26.4,Y
IDCJAC0001,66006,2017,9,0.6,Y
IDCJAC0001,66006,2017,10,61,Y
IDCJAC0001,66006,2017,11,71.8,Y
IDCJAC0001,66006,2017,12,54,Y
IDCJAC0001,66006,2018,1,44.8,Y
IDCJAC0001,66006,2018,2,102.4,Y
IDCJAC0001,66006,2018,3,121.6,Y
IDCJAC0001,66006,2018,4,26.3,Y
IDCJAC0001,66006,2018,5,26.4,Y
IDCJAC0001,66006,2018,6,206.8,Y
IDCJAC0001,66006,2018,7,13.1,Y
IDCJAC0001,66006,2018,8,15.1,Y
IDCJAC0001,66006,2018,9,55.3,Y
IDCJAC0001,66006,2018,10,156.2,Y
IDCJAC0001,66006,2018,11,175.6,Y
IDCJAC0001,66006,2018,12,102.7,Y
IDCJAC0001,66006,2019,1,54.7,N
IDCJAC0001,66006,2019,2,85.4,Y
IDCJAC0001,66006,2019,3,248.7,N
IDCJAC0001,66006,2019,4,8.2,Y
IDCJAC0001,66006,2019,5,15.4,Y
IDCJAC0001,66006,2019,6,183.3,Y
IDCJAC0001,66006,2019,7,49.3,Y
IDCJAC0001,66006,2019,8,92.1,N
IDCJAC0001,66006,2019,9,114.2,Y
IDCJAC0001,66006,2019,10,35.6,Y
IDCJAC0001,66006,2019,11,27,Y
IDCJAC0001,66006,2019,12,1.9,Y
IDCJAC0001,66006,2020,1,64.4,Y
IDCJAC0001,66006,2020,2,468.2,N
IDCJAC0001,66006,2020,3,179.1,Y
IDCJAC0001,66006,2020,4,34.8,Y
IDCJAC0001,66006,2020,5,144.9,N
IDCJAC0001,66006,2020,6,80.4,Y
IDCJAC0001,66006,2020,7,180.5,Y
IDCJAC0001,66006,2020,8,67,Y
IDCJAC0001,66006,2020,9,34.2,Y
IDCJAC0001,66006,2020,10,97.9,Y
IDCJAC0001,66006,2020,11,69.6,Y
IDCJAC0001,66006,2020,12,123.5,N
IDCJAC0001,66006,2021,1,100.5,Y
IDCJAC0001,66006,2021,2,124.1,N
IDCJAC0001,66006,2021,3,457.2,N
IDCJAC0001,66006,2021,4,14.8,Y
IDCJAC0001,66006,2021,5,64.3,Y
IDCJAC0001,66006,2021,6,87.6,Y
IDCJAC0001,66006,2021,7,39.6,Y
IDCJAC0001,66006,2021,8,87.8,Y
IDCJAC0001,66006,2021,9,50.8,N
IDCJAC0001,66006,2021,10,60.8,N
IDCJAC0001,66006,2021,11,138.7,N
IDCJAC0001,66006,2021,12,163.3,N
IDCJAC0001,66006,2022,1,155.8,N
IDCJAC0001,66006,2022,2,364.4,N
